State Code,FIPS County Code,County Name,Metal Level,Issuer Name,HIOS Issuer ID,Plan ID (Standard Component),Plan Marketing Name,Standardized Plan Option,Plan Type,Rating Area,Child Only Offering,Source,Customer Service Phone Number Local,Customer Service Phone Number Toll Free,Customer Service Phone Number TTY,Network URL,Plan Brochure URL,Summary of Benefits URL,Drug Formulary URL,Adult Dental ,Child Dental ,EHB Percent of Total Premium,Premium Scenarios,Premium Child Age 0-14,Premium Child Age 18,Premium Adult Individual Age 21,Premium Adult Individual Age 27,Premium Adult Individual Age 30 ,Premium Adult Individual Age 40 ,Premium Adult Individual Age 50 ,Premium Adult Individual Age 60 ,Premium Couple 21  ,Premium Couple 30 ,Premium Couple 40 ,Premium Couple 50 ,Premium Couple 60 ,"Couple+1 child, Age 21","Couple+1 child, Age 30 ","Couple+1 child, Age 40 ","Couple+1 child, Age 50 ","Couple+2 children, Age 21","Couple+2 children, Age 30 ","Couple+2 children, Age 40 ","Couple+2 children, Age 50","Couple+3 or more Children, Age 21","Couple+3 or more Children, Age 30","Couple+3 or more Children, Age 40","Couple+3 or more Children, Age 50","Individual+1 child, Age 21","Individual+1 child, Age 30","Individual+1 child, Age 40","Individual+1 child, Age 50","Individual+2 children, Age 21","Individual+2 children, Age 30","Individual+2 children, Age 40","Individual+2 children, Age 50","Individual+3 or more children, Age 21","Individual+3 or more children, Age 30","Individual+3 or more children, Age 40","Individual+3 or more children, Age 50",Standard Plan Cost Sharing,Medical Deductible - Individual - Standard,Drug Deductible - Individual - Standard,Medical Deductible - Family - Standard,Drug Deductible - Family - Standard,Medical Deductible - Family (Per Person) - Standard,Drug Deductible - Family (Per Person) - Standard,Medical Maximum Out Of Pocket - Individual - Standard,Drug Maximum Out Of Pocket - Individual - Standard,Medical Maximum Out Of Pocket - Family - Standard,Drug Maximum Out Of Pocket - Family - Standard,Medical Maximum Out Of Pocket - Family (Per Person) - Standard,Drug Maximum Out Of Pocket - Family (Per Person) - Standard,Primary Care Physician - Standard,Specialist - Standard,Emergency Room - Standard,Inpatient Facility - Standard,Inpatient Physician - Standard,Generic Drugs - Standard,Preferred Brand Drugs - Standard,Non-preferred Brand Drugs - Standard,Specialty Drugs - Standard,73 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - Individual - 73 Percent,Drug Deductible - Individual - 73 Percent,Medical Deductible - Family - 73 Percent,Drug Deductible - Family - 73 Percent,Medical Deductible - Family (Per Person) - 73 Percent,Drug Deductible - Family (Per Person) - 73 Percent,Medical Maximum Out Of Pocket - Individual - 73 Percent,Drug Maximum Out Of Pocket - Individual - 73 Percent,Medical Maximum Out Of Pocket - Family - 73 Percent,Drug Maximum Out Of Pocket - Family - 73 Percent,Medical Maximum Out Of Pocket - Family (Per Person) - 73 Percent,Drug Maximum Out Of Pocket - Family (Per Person) - 73 Percent,Primary Care Physician - 73 Percent,Specialist - 73 Percent,Emergency Room - 73 Percent,Inpatient Facility - 73 Percent,Inpatient Physician - 73 Percent,Generic Drugs - 73 Percent,Preferred Brand Drugs - 73 Percent,Non-preferred Brand Drugs - 73 Percent,Specialty Drugs - 73 Percent,87 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - Individual - 87 Percent,Drug Deductible - Individual - 87 Percent,Medical Deductible - Family - 87 Percent,Drug Deductible - Family - 87 Percent,Medical Deductible - Family (Per Person) - 87 Percent,Drug Deductible - Family (Per Person) - 87 Percent,Medical Maximum Out Of Pocket - Individual - 87 Percent,Drug Maximum Out Of Pocket - Individual - 87 Percent,Medical Maximum Out Of Pocket - Family - 87 Percent,Drug Maximum Out Of Pocket - Family - 87 Percent,Medical Maximum Out Of Pocket - Family (Per Person) - 87 Percent,Drug Maximum Out Of Pocket - Family (Per Person) - 87 Percent,Primary Care Physician - 87 Percent,Specialist - 87 Percent,Emergency Room - 87 Percent,Inpatient Facility - 87 Percent,Inpatient Physician - 87 Percent,Generic Drugs - 87 Percent,Preferred Brand Drugs - 87 Percent,Non-preferred Brand Drugs - 87 Percent,Specialty Drugs - 87 Percent,94 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - Individual - 94 Percent,Drug Deductible - Individual - 94 Percent,Medical Deductible - Family - 94 Percent,Drug Deductible - Family - 94 Percent,Medical Deductible - Family (Per Person) - 94 Percent,Drug Deductible - Family (Per Person) - 94 Percent,Medical Maximum Out Of Pocket -individual - 94 Percent,Drug Maximum Out Of Pocket - individual - 94 Percent,Medical Maximum Out Of Pocket - family - 94 Percent,Drug Maximum Out Of Pocket - Family  - 94 Percent,Medical Maximum Out Of Pocket - Family (Per Person) - 94 Percent,Drug Maximum Out Of Pocket - Family (Per Person) - 94 Percent,Primary Care Physician - 94 Percent,Specialist - 94 Percent,Emergency Room - 94 Percent,Inpatient Facility - 94 Percent,Inpatient Physician - 94 Percent,Generic Drugs - 94 Percent,Preferred Brand Drugs - 94 Percent,Non-preferred Brand Drugs - 94 Percent,Specialty Drugs - 94 Percent,,
OH,39021,Champaign,Bronze,Ambetter from Buckeye Health Plan,41047,41047OH0030043,Clear Bronze + Vision + Adult Dental,Not Applicable,HMO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-877-687-1189,1-877-687-1189,1-877-941-9236,https://ambetter.buckeyehealthplan.com/findadoc,https://api.centene.com/brochures/2023/41047OHCore.pdf,https://api.centene.com/SBC/2023/41047OH0030043-01.pdf,https://ambetter.buckeyehealthplan.com/resources/pharmacy-resources.html,X,,96.80%,,238.01,284.05,311.13,326.06,353.12,397.61,555.66,844.38,622.26,706.24,795.22,1111.32,1688.76,860.27,944.25,1033.23,1349.33,1098.28,1182.26,1271.24,1587.34,1336.29,1420.27,1509.25,1825.35,549.14,591.13,635.62,793.67,787.15,829.14,873.63,1031.68,1025.16,1067.15,1111.64,1269.69,,"$8,600",Included in Medical,"$17,200",Included in Medical,"$8,600",Included in Medical,"$8,600",Included in Medical,"$17,200",Included in Medical,"$8,600",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,$22.60,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39021,Champaign,Expanded Bronze,Ambetter from Buckeye Health Plan,41047,41047OH0030045,Choice Bronze HSA + Vision + Adult Dental,Not Applicable,HMO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-877-687-1189,1-877-687-1189,1-877-941-9236,https://ambetter.buckeyehealthplan.com/findadoc,https://api.centene.com/brochures/2023/41047OHCore.pdf,https://api.centene.com/SBC/2023/41047OH0030045-01.pdf,https://ambetter.buckeyehealthplan.com/resources/pharmacy-resources.html,X,,96.80%,,260.57,310.98,340.62,356.96,386.59,435.3,608.33,924.41,681.24,773.18,870.6,1216.66,1848.82,941.81,1033.75,1131.17,1477.23,1202.38,1294.32,1391.74,1737.8,1462.95,1554.89,1652.31,1998.37,601.19,647.16,695.87,868.9,861.76,907.73,956.44,1129.47,1122.33,1168.3,1217.01,1390.04,,"$6,900",Included in Medical,"$13,800",Included in Medical,"$6,900",Included in Medical,"$6,900",Included in Medical,"$13,800",Included in Medical,"$6,900",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39021,Champaign,Expanded Bronze,Ambetter from Buckeye Health Plan,41047,41047OH0030057,Everyday Bronze + Vision + Adult Dental,Not Applicable,HMO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-877-687-1189,1-877-687-1189,1-877-941-9236,https://ambetter.buckeyehealthplan.com/findadoc,https://api.centene.com/brochures/2023/41047OHCore.pdf,https://api.centene.com/SBC/2023/41047OH0030057-01.pdf,https://ambetter.buckeyehealthplan.com/resources/pharmacy-resources.html,X,,96.80%,,253.67,302.74,331.6,347.51,376.36,423.77,592.22,899.94,663.2,752.72,847.54,1184.44,1799.88,916.87,1006.39,1101.21,1438.11,1170.54,1260.06,1354.88,1691.78,1424.21,1513.73,1608.55,1945.45,585.27,630.03,677.44,845.89,838.94,883.7,931.11,1099.56,1092.61,1137.37,1184.78,1353.23,,"$8,300",Included in Medical,"$16,600",Included in Medical,"$8,300",Included in Medical,"$8,700",Included in Medical,"$17,400",Included in Medical,"$8,700",Included in Medical,$40,$90,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,$27,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39021,Champaign,Expanded Bronze,Ambetter from Buckeye Health Plan,41047,41047OH0030060,Elite Bronze + Vision + Adult Dental,Not Applicable,HMO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-877-687-1189,1-877-687-1189,1-877-941-9236,https://ambetter.buckeyehealthplan.com/findadoc,https://api.centene.com/brochures/2023/41047OHCore.pdf,https://api.centene.com/SBC/2023/41047OH0030060-01.pdf,https://ambetter.buckeyehealthplan.com/resources/pharmacy-resources.html,X,,96.80%,,283.98,338.92,371.23,389.04,421.33,474.42,662.99,1007.48,742.46,842.66,948.84,1325.98,2014.96,1026.44,1126.64,1232.82,1609.96,1310.42,1410.62,1516.8,1893.94,1594.4,1694.6,1800.78,2177.92,655.21,705.31,758.4,946.97,939.19,989.29,1042.38,1230.95,1223.17,1273.27,1326.36,1514.93,,$0,"$3,800",$0,"$7,600",$0,"$3,800","$8,700",Included in Medical,"$17,400",Included in Medical,"$8,700",Included in Medical,$45,$115,"$1,250",$3000 Copay per Day,No Charge,$31.40,$195,$250 Copay after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39021,Champaign,Silver,Ambetter from Buckeye Health Plan,41047,41047OH0030061,Clear Silver + Vision + Adult Dental,Not Applicable,HMO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-877-687-1189,1-877-687-1189,1-877-941-9236,https://ambetter.buckeyehealthplan.com/findadoc,https://api.centene.com/brochures/2023/41047OHCore.pdf,https://api.centene.com/SBC/2023/41047OH0030061-01.pdf,https://ambetter.buckeyehealthplan.com/resources/pharmacy-resources.html,X,,96.80%,,290.26,346.41,379.43,397.63,430.64,484.9,677.65,1029.75,758.86,861.28,969.8,1355.3,2059.5,1049.12,1151.54,1260.06,1645.56,1339.38,1441.8,1550.32,1935.82,1629.64,1732.06,1840.58,2226.08,669.69,720.9,775.16,967.91,959.95,1011.16,1065.42,1258.17,1250.21,1301.42,1355.68,1548.43,,"$5,400",Included in Medical,"$10,800",Included in Medical,"$5,400",Included in Medical,"$5,400",Included in Medical,"$10,800",Included in Medical,"$5,400",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,"$4,200",Included in Medical,"$8,400",Included in Medical,"$4,200",Included in Medical,"$4,200",Included in Medical,"$8,400",Included in Medical,"$4,200",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,"$1,500",Included in Medical,"$3,000",Included in Medical,"$1,500",Included in Medical,"$1,500",Included in Medical,"$3,000",Included in Medical,"$1,500",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,$550,Included in Medical,"$1,100",Included in Medical,$550,Included in Medical,$550,Included in Medical,"$1,100",Included in Medical,$550,Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,
OH,39021,Champaign,Silver,Ambetter from Buckeye Health Plan,41047,41047OH0030063,Focused Silver + Vision + Adult Dental,Not Applicable,HMO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-877-687-1189,1-877-687-1189,1-877-941-9236,https://ambetter.buckeyehealthplan.com/findadoc,https://api.centene.com/brochures/2023/41047OHCore.pdf,https://api.centene.com/SBC/2023/41047OH0030063-01.pdf,https://ambetter.buckeyehealthplan.com/resources/pharmacy-resources.html,X,,96.80%,,292.36,348.92,382.18,400.51,433.76,488.41,682.55,1037.21,764.36,867.52,976.82,1365.1,2074.42,1056.72,1159.88,1269.18,1657.46,1349.08,1452.24,1561.54,1949.82,1641.44,1744.6,1853.9,2242.18,674.54,726.12,780.77,974.91,966.9,1018.48,1073.13,1267.27,1259.26,1310.84,1365.49,1559.63,,"$6,100",Included in Medical,"$12,200",Included in Medical,"$6,100",Included in Medical,"$7,500",Included in Medical,"$15,000",Included in Medical,"$7,500",Included in Medical,$45,$100,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,$22.60,$75,50% Coinsurance after deductible,50% Coinsurance after deductible,,"$5,100",Included in Medical,"$10,200",Included in Medical,"$5,100",Included in Medical,"$6,300",Included in Medical,"$12,600",Included in Medical,"$6,300",Included in Medical,$35,$85,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,$18.20,$70,50% Coinsurance after deductible,50% Coinsurance after deductible,,$0,Included in Medical,$0,Included in Medical,$0,Included in Medical,"$2,900",Included in Medical,"$5,800",Included in Medical,"$2,900",Included in Medical,$15,$30,50%,50%,50%,$9.40,$40,50%,50%,,$0,Included in Medical,$0,Included in Medical,$0,Included in Medical,"$1,200",Included in Medical,"$2,400",Included in Medical,"$1,200",Included in Medical,No Charge,$5,30%,30%,30%,No Charge,$20,50%,50%,,
OH,39021,Champaign,Gold,Ambetter from Buckeye Health Plan,41047,41047OH0030064,Everyday Gold + Vision + Adult Dental,Not Applicable,HMO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-877-687-1189,1-877-687-1189,1-877-941-9236,https://ambetter.buckeyehealthplan.com/findadoc,https://api.centene.com/brochures/2023/41047OHCore.pdf,https://api.centene.com/SBC/2023/41047OH0030064-01.pdf,https://ambetter.buckeyehealthplan.com/resources/pharmacy-resources.html,X,,96.80%,,304.08,362.91,397.5,416.57,451.15,508,709.92,1078.79,795,902.3,1016,1419.84,2157.58,1099.08,1206.38,1320.08,1723.92,1403.16,1510.46,1624.16,2028,1707.24,1814.54,1928.24,2332.08,701.58,755.23,812.08,1014,1005.66,1059.31,1116.16,1318.08,1309.74,1363.39,1420.24,1622.16,,$750,Included in Medical,"$1,500",Included in Medical,$750,Included in Medical,"$7,500",Included in Medical,"$15,000",Included in Medical,"$7,500",Included in Medical,$35,$55,35% Coinsurance after deductible,35% Coinsurance after deductible,35% Coinsurance after deductible,$13.80,$60,50% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39021,Champaign,Silver,Ambetter from Buckeye Health Plan,41047,41047OH0030069,Enhanced Silver + Vision + Adult Dental,Not Applicable,HMO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-877-687-1189,1-877-687-1189,1-877-941-9236,https://ambetter.buckeyehealthplan.com/findadoc,https://api.centene.com/brochures/2023/41047OHCore.pdf,https://api.centene.com/SBC/2023/41047OH0030069-01.pdf,https://ambetter.buckeyehealthplan.com/resources/pharmacy-resources.html,X,,96.80%,,291.68,348.11,381.29,399.58,432.75,487.27,680.96,1034.79,762.58,865.5,974.54,1361.92,2069.58,1054.26,1157.18,1266.22,1653.6,1345.94,1448.86,1557.9,1945.28,1637.62,1740.54,1849.58,2236.96,672.97,724.43,778.95,972.64,964.65,1016.11,1070.63,1264.32,1256.33,1307.79,1362.31,1556,,"$3,850","$3,850","$7,700","$7,700","$3,850","$3,850","$8,600",Included in Medical,"$17,200",Included in Medical,"$8,600",Included in Medical,$35,$65,50% Coinsurance after deductible,40% Coinsurance after deductible,40% Coinsurance after deductible,$18.20,$65 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,,"$3,250","$3,250","$6,500","$6,500","$3,250","$3,250","$6,950",Included in Medical,"$13,900",Included in Medical,"$6,950",Included in Medical,$25,$65,50% Coinsurance after deductible,40% Coinsurance after deductible,40% Coinsurance after deductible,$18.20,$65 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,,$0,$200,$0,$400,$0,$200,"$2,700",Included in Medical,"$5,400",Included in Medical,"$2,700",Included in Medical,No Charge,$50,35%,35%,35%,$17.60,$50 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,,$0,$100,$0,$200,$0,$100,$925,Included in Medical,"$1,850",Included in Medical,$925,Included in Medical,No Charge,$40,30%,30%,30%,No Charge,$50 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,,
OH,39021,Champaign,Gold,Ambetter from Buckeye Health Plan,41047,41047OH0030071,Clear Gold + Vision + Adult Dental,Not Applicable,HMO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-877-687-1189,1-877-687-1189,1-877-941-9236,https://ambetter.buckeyehealthplan.com/findadoc,https://api.centene.com/brochures/2023/41047OHCore.pdf,https://api.centene.com/SBC/2023/41047OH0030071-01.pdf,https://ambetter.buckeyehealthplan.com/resources/pharmacy-resources.html,X,,96.80%,,300.14,358.21,392.36,411.18,445.31,501.42,700.73,1064.83,784.72,890.62,1002.84,1401.46,2129.66,1084.86,1190.76,1302.98,1701.6,1385,1490.9,1603.12,2001.74,1685.14,1791.04,1903.26,2301.88,692.5,745.45,801.56,1000.87,992.64,1045.59,1101.7,1301.01,1292.78,1345.73,1401.84,1601.15,,$900,Included in Medical,"$1,800",Included in Medical,$900,Included in Medical,"$8,700",Included in Medical,"$17,400",Included in Medical,"$8,700",Included in Medical,$25,$60,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$13.80,$40,50% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39021,Champaign,Expanded Bronze,Ambetter from Buckeye Health Plan,41047,41047OH0060004,Ambetter Virtual Access Bronze - Virtual PCP selection required,Not Applicable,HMO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-877-687-1189,1-877-687-1189,1-877-941-9236,https://ambetter.buckeyehealthplan.com/findadoc,https://api.centene.com/brochures/2023/41047OHVirtual.pdf,https://api.centene.com/SBC/2023/41047OH0060004-01.pdf,https://ambetter.buckeyehealthplan.com/resources/pharmacy-resources.html,,,100.00%,,240.46,286.98,314.33,329.41,356.76,401.71,561.38,853.07,628.66,713.52,803.42,1122.76,1706.14,869.12,953.98,1043.88,1363.22,1109.58,1194.44,1284.34,1603.68,1350.04,1434.9,1524.8,1844.14,554.79,597.22,642.17,801.84,795.25,837.68,882.63,1042.3,1035.71,1078.14,1123.09,1282.76,,"$7,000",Included in Medical,"$14,000",Included in Medical,"$7,000",Included in Medical,"$8,550",Included in Medical,"$17,100",Included in Medical,"$8,550",Included in Medical,$85,$120 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,$27,$160 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39021,Champaign,Silver,Ambetter from Buckeye Health Plan,41047,41047OH0060005,Ambetter Virtual Access Silver - Virtual PCP selection required,Not Applicable,HMO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-877-687-1189,1-877-687-1189,1-877-941-9236,https://ambetter.buckeyehealthplan.com/findadoc,https://api.centene.com/brochures/2023/41047OHVirtual.pdf,https://api.centene.com/SBC/2023/41047OH0060005-01.pdf,https://ambetter.buckeyehealthplan.com/resources/pharmacy-resources.html,,,100.00%,,277.65,331.36,362.95,380.36,411.94,463.84,648.21,985.02,725.9,823.88,927.68,1296.42,1970.04,1003.55,1101.53,1205.33,1574.07,1281.2,1379.18,1482.98,1851.72,1558.85,1656.83,1760.63,2129.37,640.6,689.59,741.49,925.86,918.25,967.24,1019.14,1203.51,1195.9,1244.89,1296.79,1481.16,,"$5,700",Included in Medical,"$11,400",Included in Medical,"$5,700",Included in Medical,"$7,400",Included in Medical,"$14,800",Included in Medical,"$7,400",Included in Medical,$70,$100,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,$22.60,$75,50% Coinsurance after deductible,50% Coinsurance after deductible,,"$4,700",Included in Medical,"$9,400",Included in Medical,"$4,700",Included in Medical,"$6,400",Included in Medical,"$12,800",Included in Medical,"$6,400",Included in Medical,$65,$70,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,$18.20,$70,50% Coinsurance after deductible,50% Coinsurance after deductible,,$500,Included in Medical,"$1,000",Included in Medical,$500,Included in Medical,"$2,800",Included in Medical,"$5,600",Included in Medical,"$2,800",Included in Medical,$25,$30,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,$9.40,$40,50% Coinsurance after deductible,50% Coinsurance after deductible,,$100,Included in Medical,$200,Included in Medical,$100,Included in Medical,$850,Included in Medical,"$1,700",Included in Medical,$850,Included in Medical,$20,$25,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,No Charge,$20,50% Coinsurance after deductible,50% Coinsurance after deductible,,
OH,39021,Champaign,Gold,Ambetter from Buckeye Health Plan,41047,41047OH0060006,Ambetter Virtual Access Gold - Virtual PCP selection required,Not Applicable,HMO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-877-687-1189,1-877-687-1189,1-877-941-9236,https://ambetter.buckeyehealthplan.com/findadoc,https://api.centene.com/brochures/2023/41047OHVirtual.pdf,https://api.centene.com/SBC/2023/41047OH0060006-01.pdf,https://ambetter.buckeyehealthplan.com/resources/pharmacy-resources.html,,,100.00%,,294.7,351.71,385.24,403.72,437.23,492.32,688.01,1045.5,770.48,874.46,984.64,1376.02,2091,1065.18,1169.16,1279.34,1670.72,1359.88,1463.86,1574.04,1965.42,1654.58,1758.56,1868.74,2260.12,679.94,731.93,787.02,982.71,974.64,1026.63,1081.72,1277.41,1269.34,1321.33,1376.42,1572.11,,$950,Included in Medical,"$1,900",Included in Medical,$950,Included in Medical,"$8,700",Included in Medical,"$17,400",Included in Medical,"$8,700",Included in Medical,$55,$90,25% Coinsurance after deductible,25% Coinsurance after deductible,25% Coinsurance after deductible,$13.80,$50,25% Coinsurance after deductible,25% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39021,Champaign,Gold,Molina Healthcare,64353,64353OH0010001,Confident Care Gold 1,Not Applicable,HMO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-888-296-7677,1-888-296-7677,,https://molina.sapphirethreesixtyfive.com//?ci=oh-marketplace,https://www.molinamarketplace.com/members/oh/en-US/PDF/Marketplace/2023/brochure-2023.pdf,https://www.molinamarketplace.com/members/oh/en-US/PDF/Marketplace/2023/OH23SBCE_G1_1.pdf,https://www.molinamarketplace.com/members/oh/en-US/PDF/Marketplace/2023/formulary-2023.pdf,,,100.00%,,327.33,390.66,427.88,448.42,485.65,546.84,764.2,1161.28,855.76,971.3,1093.68,1528.4,2322.56,1183.09,1298.63,1421.01,1855.73,1510.42,1625.96,1748.34,2183.06,1837.75,1953.29,2075.67,2510.39,755.21,812.98,874.17,1091.53,1082.54,1140.31,1201.5,1418.86,1409.87,1467.64,1528.83,1746.19,,"$1,900",Included in Medical,"$3,800",Included in Medical,"$1,900",Included in Medical,"$9,100",Included in Medical,"$18,200",Included in Medical,"$9,100",Included in Medical,$20,$50,25% Coinsurance after deductible,25% Coinsurance after deductible,25% Coinsurance after deductible,$15,$50,30% Coinsurance after deductible,30% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39021,Champaign,Silver,Molina Healthcare,64353,64353OH0010002,Constant Care Silver 1,Not Applicable,HMO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-888-296-7677,1-888-296-7677,,https://molina.sapphirethreesixtyfive.com//?ci=oh-marketplace,https://www.molinamarketplace.com/members/oh/en-US/PDF/Marketplace/2023/brochure-2023.pdf,https://www.molinamarketplace.com/members/oh/en-US/PDF/Marketplace/2023/OH23SBCE_S1_1.pdf,https://www.molinamarketplace.com/members/oh/en-US/PDF/Marketplace/2023/formulary-2023.pdf,,,100.00%,,293.49,350.27,383.65,402.06,435.44,490.3,685.19,1041.22,767.3,870.88,980.6,1370.38,2082.44,1060.79,1164.37,1274.09,1663.87,1354.28,1457.86,1567.58,1957.36,1647.77,1751.35,1861.07,2250.85,677.14,728.93,783.79,978.68,970.63,1022.42,1077.28,1272.17,1264.12,1315.91,1370.77,1565.66,,"$2,500","$2,500","$5,000","$5,000","$2,500","$2,500","$9,100",Included in Medical,"$18,200",Included in Medical,"$9,100",Included in Medical,$30,$60,$950,$1200 Copay per Day,$60,$29,$60,50% Coinsurance after deductible,50% Coinsurance after deductible,,"$1,750","$1,750","$3,500","$3,500","$1,750","$1,750","$7,250",Included in Medical,"$14,500",Included in Medical,"$7,250",Included in Medical,$30,$60,$950,$1200 Copay per Day,$60,$25,$60,50% Coinsurance after deductible,50% Coinsurance after deductible,,$750,$750,"$1,500","$1,500",$750,$750,"$3,000",Included in Medical,"$6,000",Included in Medical,"$3,000",Included in Medical,$6,$30,$600,$750 Copay per Day,$30,$5,$25,30% Coinsurance after deductible,30% Coinsurance after deductible,,$0,$0,$0,$0,$0,$0,"$1,400",Included in Medical,"$2,800",Included in Medical,"$1,400",Included in Medical,No Charge,$10,$350,$600 Copay per Day,$10,No Charge,$10,10%,10%,,
OH,39021,Champaign,Gold,Molina Healthcare,64353,64353OH0010008,Confident Care Gold 8,Design 1,HMO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-888-296-7677,1-888-296-7677,,https://molina.sapphirethreesixtyfive.com//?ci=oh-marketplace,https://www.molinamarketplace.com/members/oh/en-US/PDF/Marketplace/2023/brochure-2023.pdf,https://www.molinamarketplace.com/members/oh/en-US/PDF/Marketplace/2023/OH23SBCE_G8_1.pdf,https://www.molinamarketplace.com/members/oh/en-US/PDF/Marketplace/2023/formulary-2023.pdf,,,100.00%,,337.55,402.86,441.24,462.42,500.81,563.91,788.06,1197.54,882.48,1001.62,1127.82,1576.12,2395.08,1220.03,1339.17,1465.37,1913.67,1557.58,1676.72,1802.92,2251.22,1895.13,2014.27,2140.47,2588.77,778.79,838.36,901.46,1125.61,1116.34,1175.91,1239.01,1463.16,1453.89,1513.46,1576.56,1800.71,,"$2,000",Included in Medical,"$4,000",Included in Medical,"$2,000",Included in Medical,"$8,700",Included in Medical,"$17,400",Included in Medical,"$8,700",Included in Medical,$30,$60,25% Coinsurance after deductible,25% Coinsurance after deductible,25% Coinsurance after deductible,$15,$30,$60,$250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
